ID de projet,Nom de simulation,Total travaux TTC (OLD),Total travaux TTC (NEW),Total subventions (OLD),Total subventions (NEW),Reste à charge (OLD),Reste à charge (NEW),% \subvention sur le TTC (OLD),% \subvention sur le TTC (NEW),Total avances (OLD),Total avances (NEW)
7967,Simulation 1,16500.0,16500.0,3750.0,5250.0,12750.0,11250.0,23,32.0,None
608,Simulation lgt gauche,5858.54,5858.54,3515.124,5858.530000000001,2343.416,0.01,60,100.0,None
608,Simulation lgt droit,8651.63,8651.63,8651.63,8651.63,0.0,0.0,100,100.0,None
7767,Préétude,33000.0,33000.0,9750.0,9750.0,23250.0,23250.0,30,30.0,None
8153,Simulation 1,272000.0,272000.0,124860.0,124860.0,147140.0,147140.0,46,138.0,None
1402,dépot dossier,,11795.0,,6013.5426,,5781.4574,,51.0,,0.0
1432,Simulation 1,,4260.0,,2939.4,,1320.6,,69.0,,1491.0
186,Simulation 1,196118.95,196118.94999999998,69905.9045,76490.5,126213.0455,119628.44999999998,36,116.0,None
63,Simulation 1,33102.86,33102.86,10526.345,10526.35,22576.515,22576.51,32,32.0,None
2389,Simulation 1,0.0,0,216525.25,236931.65,0.0,0,0,0,None
2195,Simulation 1,90014.0,90014.0,48031.5,48031.5,41982.5,41982.5,53,107.0,None
383,Simulation 1,294659.67,294659.67000000004,155151.0,156636.0,139508.67,138023.67,53,264.0,None
383,Simulation anah + acv,294659.67,294659.67,215636.0,215636.0,138023.67,138023.67,73,264.0,None
383,Simulation anah + acv + achat,294659.67,294659.67,258739.01,258739.01,108817.21,108817.20999999999,88,326.0,None
6064,Simulation 1,0.0,0,7305.25,8427.45,0.0,0,0,0,None
533,Dépôt 1,,18925.0,,16108.0,,2817.0,,85.0,,1500.0
9721,Simulation 1,14242.5,14242.5,4875.0,4875.0,9367.5,9367.5,34,34.0,None
76,Simulation 1,,35500.0,,9000.0,,26500.0,,25.0,,5250.0
4716,Simulation 2,42471.84,42471.84,24154.147,27124.15,18317.693,15347.69,57,64.0,None
4716,Simulation 3,59493.64,59493.64,27764.6025,30764.6,31729.0375,28729.04,47,52.0,None
4716,Simulation 4,85485.58,85485.58,75287.32,48287.32,10198.26,37198.26,88,56.0,None
4716,Simulation 1,85485.58,85485.58,34517.9,34517.9,50967.68,50967.68,40,40.0,None
12882,Simulation 1,29527.0,0,13249.25,13249.25,16277.75,0,45,0,None
8390,Simulation 1,9400.0,9400.0,11445.0,11445.0,0.0,0,122,100.0,None
10899,Simulation 1,15825.0,15825.0,3750.0,3750.0,12075.0,12075.0,24,24.0,None
4783,Préétude,0.0,0,18375.0,18375.0,0.0,0,0,0,None
5050,Simulation 1,91531.7,91531.70000000001,31500.0,31500.0,60031.7,60031.7,34,34.0,None
3347,Simulation 1,0.0,0,7406.6,7406.6,0.0,0,0,0,None
2595,Etude,16273.68,0,2958.85,2958.8500000000004,13314.83,0,18,0,None
2608,Dépôt,6000.0,0,2400.0,2400.0,3600.0,0,40,0,None
60,Simulation 1,,4289.4,,4289.4,,0.0,,100.0,,0
234,Simulation 1,38112.42,38112.42,14014.9625,14014.960000000001,24097.4575,24097.46,37,37.0,None
1195,Simulation subventions,218636.26,0,129000.0,129000.0,218636.26,0,59,0,None
13070,Simulation 1,74582.61,74582.61,44572.0,44572.0,30010.61,30010.61,60,60.0,None
520,Simulation isolation mur attente devis def,0.0,0,4550.0,4550.0,-4550.0,0,,0,0.0,0
540,Simulation 1,264179.6,281496.85000000003,100011.5,101991.5,164168.1,179505.35,38,205.0,None
1550,Simulation 1,0.0,0,55680.26,55680.259999999995,0.0,0,0,0,None
631,Simulation 1,68284.73,68284.73,23459.25,23459.25,44825.48,44825.48,34,34.0,None
561,Simulation 1,0.0,0,2915.94,2915.95,0.0,0,0,0,None
7722,Simulation 1,0.0,0,2227.2705,2227.2705,0.0,0,0,0,None
7722,Simulation 2,0.0,0,0.0,3972.76,0.0,0,0,0,None
1549,Simulation 1,32948.73,32948.73,23511.246,23511.24,12437.484,12437.49,71,62.0,None
1378,Simulation 1,0.0,0,9774.65,9774.65,0.0,0,0,0,None
9737,Simulation 1,270045.5,270045.5,137358.6,139022.40000000002,132686.9,131023.09999999999,51,156.0,None
3091,Simulation 1,0.0,0,9000.0,9000.0,0.0,0,0,0,None
3091,Agrément,0.0,0,7436.4,7436.4,0.0,0,0,0,None
2485,Simulation 1,29785.2,0,9000.0,9000.0,20785.2,0,30,0,None
2598,Etude,0.0,0,2520.0,2520.0,-2520.0,0,,0,0.0,0
11415,Préétude,8800.0,8800.0,2080.0,2000.0,6720.0,6800.0,24,23.0,None
1493,Simulation 1,0.0,0,24330.79,24330.789999999997,0.0,0,0,0,None
10249,Simulation 1,0.0,0,43520.0,45500.0,0.0,0,0,0,None
8166,Simulation 1,0.0,0,2461.096,2461.096,0.0,0,0,0,None
8152,Simulation 1,0.0,0,0.0,0,0.0,0,0,0,None
500,Simulation 1,,4543.88,,2445.7799999999997,,2098.1000000000004,,54.0,,0.0
11104,Simulation 1,0.0,0,25040.5,25040.5,0.0,0,0,0,None
13114,Simulation 1,116000.0,116000.0,56350.0,57350.0,59650.0,58650.0,49,99.0,None
6944,Simulation pour dépôt,0.0,0,11656.08,13256.080000000002,0.0,0,0,0,None
44,Simulation 1,,20753.47,,12027.455999999998,,8726.014000000003,,58.0,,0.0
44,Simulation 2,,28583.96,,14225.387999999999,,14358.572,,50.0,,0.0
7239,Simulation 1,0.0,0,0.0,0,0.0,0,0,0,None
156,Simulation 1,,26445.16,,12600.0,,13845.16,,48.0,,0.0
172,Simulation 1,,6787.49,,2643.74,,4143.75,,39.0,,0
10237,Simulation 1,0.0,0,2082.69,2082.69,0.0,0,0,0,None
13758,Préétude,2200.0,2200.0,27400.0,27400.0,0.0,0,1245,100.0,None
13578,Préétude,0.0,0,3000.0,4000.0,0.0,0,0,0,None
